Column1,title,author,content,price,grade,genre
204,한니발,토머스 해리스 저,초판 최고 판매 부수 최고 계약금 최고 판권료미국 스릴러의 3대 기록을 갈아치운 소설불멸의 작가 토머스 해리스가 만들어낸 현대 범죄 스릴러의 고전 한니발이 다시 돌아오다 선과 악 정상과 비정상 구속과 해방 욕망과 도덕 광기와 이상 심리의 경계를 넘나들며 어디서도 볼 수 없는 독보적인 캐릭터를 창조해내는 스릴러의 거장 토머스 해리스의 기출간작 3종을 새롭게 선보인다 스릴러의 교과서라 불리는 양들의 침묵 한니발 한니발 라이징이 그 주인공 그중 한니발은 출간 즉시 초판 150만 부가 판매되며 미국 출판사상 초판 최고 판매 부수 최고 계약금 최대 판권료라는 3대 기록을 경신했다 작가의 전작인 양들의 침묵에서 사건 해결의 실마리를 제공하며 긴장감 높은 심리전을 펼쳤던 한니발 렉터가 이번엔 사건의 중심에 선다 작가는 잔인한 식인 살인마이면서 지적이고 우아한 태도를 지닌 한니발을 통해 범죄 스릴러의 새로운 캐릭터를 창조한다 현존하는 최고의 스릴러 작가 스티븐 킹은 한니발 렉터를 이렇게 표현했다 우리 시대 소설이 낳은 가장 위대한 괴물이다 이 작품은 출간 후 30년 이상 스릴러 팬들 사이에서 숱한 논쟁과 해석을 낳으며 거듭 진화해왔다 한니발이란 캐릭터는 오늘날까지 가장 완벽한 공포의 아이콘으로 우리 곁에서 생생하게 살아 숨 쉬고 있다 현 시대에 맞추어 보다 깔끔하고 세련된 문장으로 새롭게 독자들을 찾아가는 이 책은 우리들을 다시 렉터 박사의 냉혈한 공포 속으로 끌고 가 심장을 서늘하게 얼리는 심리적 서스펜스를 선사할 것이다                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,13500,9.3,1
205,"아웃사이더 1,2 세트",스티븐 킹 저,굿리즈 선정 올해의 미스터리 스릴러 HBO 드라마화이야기의 제왕 스티븐 킹 2년 만에 단독으로 선보인 최신 장편 소설전 세계 3억 5000만 부 이상의 판매고를 올린 스티븐 킹의 신작 아웃사이더가 출간되었다 작가의 첫 탐정 소설 시리즈 빌 호지스 3부작의 완결편 엔드 오브 왓치 이후 2년 만에 단독으로 출간된 장편소설로 출간 즉시 전 세계 20여 개국에 판권이 팔렸고 15주간 뉴욕 타임스 베스트셀러에 오르는 기록을 세웠다 또 미국 서평 사이트 굿리즈goodreads에서 해마다 발표하는 순위에서 2018년 올해의 미스터리 스릴러로 선정되었다 호러 SF 스릴러 판타지 등 다양한 장르를 넘나들며 특유의 작품 세계를 구축해 온 스티븐 킹은 이번 작품에서 마치 도플갱어처럼 살인 용의자가 동시에 두 곳에서 목격되는 미스터리에 소름을 돋게 하는 초자연적 존재를 접목시키는 동시에 인간 본연의 공포를 자극하는 본인의 장기를 유감없이 발휘한다오클라호마 주의 소도시 플린트 시티에서 열한 살 소년 프랭크 피터슨이 처참하게 살해된 채 발견된다 수사를 담당한 형사 랠프 앤더슨은 물적 증거와 목격자 증언을 토대로 영어 교사이자 지역 어린이 야구단 코치를 맡고 있는 테리 메이틀랜드를 체포한다 사건 자체가 참혹하기도 하였지만 1500여 명의 관중이 들어찬 야구 경기장에서 이루어진 메이틀랜드의 검거는 작은 지역 사회에 큰 파장을 불러일으킨다 한편 용의자로 지목된 메이틀랜드의 가정은 자극적인 기사거리를 좇는 언론의 포화 세례에 시달리고 둘째 아들의 참혹한 죽음으로 인해 절망에 빠진 피터슨 집안에는 또 다른 비극이 찾아온다 취조 과정에서 메이틀랜드는 사건 당시 옆 마을인 캡 시티에서 동료들과 작가 모임에 참석했다며 자신의 결백을 주장하는데 이를 뒷받침하는 증거가 연이어 나타나자 수사는 혼란에 빠지기 시작한다                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,19890,8.5,1
206,내가 그를 죽였다,히가시노 게이고 저,복잡하게 뒤얽힌 인간 드라마에 숨겨진 진실모두가 그를 죽이고 싶어 했다히가시노 게이고와 독자의 한판 추리 대결가가 형사 시리즈 5번째 작품 내가 그를 죽였다는 마지막까지 범인의 정체가 드러나지 않아 전작인 둘 중 누군가 그녀를 죽였다와 함께 궁극의 범인 찾기 소설로 불린다 초판 출간 당시 출판사로 그래서 범인이 도대체 누구냐는 문의가 빗발치게 만들었던 이 소설은 결혼식 당일 하객들 앞에서 독살당한 베스트셀러 작가와 그 주변 사람들 간의 얽히고설킨 관계를 토대로 차근차근 범인의 정체에 다가간다 운명의 장난에 절규하는 신부 피해자를 향한 증오를 감추지 않는 세 용의자 범인은 대체 누구인가 애증의 소용돌이 속에서 진실을 밝히기 위해 나선 가가 형사가 전작에 이어 또다시 독자에게 초대장을 던진다 인간 내면의 추악함을 고발하는 한편 읽는 이로 하여금 사건에 뛰어들어 직접 진실을 파헤치게 하는 이 작품을 통해 당신 안에 잠들어 있을 추리 본능을 깨워보자애증과 배신의 고리 속 숨겨진 진실을 밝혀라피를 나눈 여동생에게 결코 남들에게는 말할 수 없는 감정을 느끼고 있는 신부의 오빠 자신이 사랑하는 여자를 자살로 몰고 간 신랑에게 증오심을 불태우는 신랑의 매니저 과거 한때 죽은 신랑과의 아름다운 결혼을 꿈꾸었던 편집자 이들 모두가 살인의 유력한 용의자다 남녀 간의 복잡한 애증 오누이의 굴절된 사랑이 한데 뒤얽혀 시간이 흐를수록 사건은 점점 복잡해져만 간다 그리고 작가는 이 과정에서 발생하는 갈등을 생생하게 묘사하고 피해자와 용의자들 간의 악연의 고리를 차례로 밝히며 살인 사건이 일어나게 된 배경을 설득력 있게 제시한다 히가시노 게이고만의 섬세한 필치로 단순히 추리만을 위한 추리소설이 아닌 한 편의 복잡다단한 인간 드라마로 완성시킨 것이다히가시노 게이고와의 한판 추리 대결 사건의 진상을 밝히는 건 바로 당신이다소설은 세 명의 용의자가 번갈아 일인칭 시점에서 사건을 술회하는 형식으로 진행된다 이 작품이 다른 미스터리와 차별되는 이유가 바로 여기에 있다 대부분의 추리소설은 탐정이나 제삼의 등장인물 혹은 작가가 이야기를 이끌어나간다 그리고 독자는 이들이 무언가를 발견해야만 나름대로 사건을 추리할 새로운 정보를 얻을 수가 있다 하지만 이 작품에서는 탐정 역인 가가 형사와 독자가 동등한 입장에 서 있다 독자는 가가 형사가 모르는 용의자들의 행동과 심경까지 알 수 있으니 오히려 유리한 입장에 있다고까지 할 수 있다 용의자의 말인 만큼 무작정 믿을 수는 없지만 말이다 이윽고 모든 용의자가 한자리에 모이고 가가 형사가 외친다 범인은 바로 당신입니다 이제 추리의 소재는 모두 준비되었다 범인의 이름을 부르고 그에게 최후의 일격을 가하는 것은 독자인 당신의 몫이다                      책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,12600,9.5,1
207,옛날에 내가 죽은 집,히가시노 게이고 저,극한의 제약 무한의 상상력 히가시노 게이고만이 가능한 고밀도 미스터리 저의 야심작 자신 있게 추천합니다 히가시노 게이고1985년 데뷔 이래 끊임없는 소재 발굴 엄청난 집필 속도를 무기로 누구보다 성실하게 누구보다 천재적으로 소설의 매력을 설파해온 작가 히가시노 게이고 옛날에 내가 죽은 집은 그의 1994년 작품으로 7년 전 헤어진 여자친구의 잃어버린 기억을 되찾기 위해 수수께끼 집을 방문 사건을 추리해나가는 이야기를 담고 있다 주인공은 단 두 명 무대는 한적한 숲 속의 회색 집 시간은 만 하루로 한정되어 히가시노 게이고 소설 가운데 가장 연극적인 구성이 돋보이는 본격 미스터리 문학으로 손꼽힌다 사소한 소품 하나도 그냥 놓인 것이 없다 작품 전체가 복선의 연속인 엄청난 소설 작가로서 독자로서 고개를 숙일 수밖에라는 동료 작가 구로카와 히로유키의 찬탄은 물론 작가 스스로 야심작이라 밝히며 자신감을 표했듯 일본에서만 75만 부라는 판매고를 기록하며 출간 후 이십 년이 훌쩍 넘은 오늘까지 꾸준한 사랑을 받고 있다                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,12150,9,1
208,뉴서울파크 젤리장수 대학살,조예은 저        ,생생한 휴먼 드라마  정교한 미스터리 호러그늘진 표정을 애써 지운 채 테마파크를 찾은 사람들그들이 품은 심연을 들여다보는 수수께끼의 젤리장수이 젤리 먹으면 절대로 안 헤어져요경기도 모처에 위치한 놀이공원 뉴서울파크 무더운 여름날을 즐겁게 보내려는 수많은 사람들이 이곳으로 몰려든다 부모와 아이는 손을 맞잡고 연인들은 아이스크림을 나누어 먹으며 인형 탈을 쓴 직원은 신나게 춤을 춘다 그러나 수수께끼의 젤리장수는 이 모두가 품은 마음속 심연을 꿰뚫어 본다 그분은 인간의 마음을 어루만집니다 꼭 필요한 순간에 다디단 젤리를 건넵니다젤리는 사람들에게 달콤한 위안을 주지만 이내 전국의 뉴스 화면을 연분홍빛으로 뒤덮는 사건을 일으킨다 아홉 개의 다채로운 이야기가 퍼즐처럼 맞물리는 가운데 전체 사건의 전말이 조금씩 드러난다                                      책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,13500,8.4,1
209,사소한 변화,히가시노 게이고 저,데뷔 35년을 맞이한 지금도 굳건한 필력으로 인기를 구가하는 이 시대 최고의 작가 히가시노 게이고 사소한 변화는 작가가 데뷔 6주년을 맞이한 1991년에 선보인 작품으로 뇌 이식이라는 소재의 파격성은 물론 초년병 작가 특유의 터프하면서도 거침없는 전개와 질주하는 듯한 속도감으로 독자를 압도한다 뇌 수술 이후 주인공이 겪는 인격 변이의 과정을 작가는 변신이라 명명하고 제목으로 삼았는데 비채에서 새롭게 출간하는 한국어판은 전면 재번역을 거치고 작가와의 긴밀한 논의를 바탕으로 새 제목도 붙였다 지칠 줄 모르는 호기심과 상상력을 바탕으로 창조된 히가시노 게이고표 서스펜스의 세계로 들어서보기를 권한다                      책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,12420,8.5,1
210,고 온 Go On 2,더글라스 케네디 저,하나의 가족은 비밀사회이고 가족들은 모두 공모자이다빅 픽처 작가 더글라스 케네디 신작장편소설2010년 발간 이래 130주 동안 베스트셀러를 기록한 빅 픽처 작가 더글라스 케네디의 2019년 신작장편소설 고 온이 출간되었다 더글라스 케네디의 소설은 생생하고 치밀한 묘사 독특하고 매력적인 인물들 통찰력과 지성이 돋보이는 이야기 스피디한 전개 의표를 찌르는 반전으로 독자들을 사로잡으며 책에서 손을 놓을 수 없게 만든다 현재 국내에 소개된 그의 소설은 모두 합해 13권이다 새로운 소설을 출간할 때마다 크게 주목받았고 모든 작품들이  꾸준히 사랑받는 스테디셀러로 자리매김했다 고 온은 우리의 생에 끊임없이 밀어닥치는 위기와 불행을 어떻게 치유하고 극복해낼 것인지 미국의 중산층 가정인 번스 가 사람들의 이야기를 중심으로 다루고 있다 미국 역사에 큰 영향을 미친 사회적 문제들을 섬세하게 다루는 동시에 현실성 넘치고 감정에 충실한 개인들의 이야기로 독자들의 시선을 유도한다  고 온은 위험한 관계 행복의 추구 스테이트 오브 더 유니언과 마찬가지로 여성이 화자인 소설이다 영국의 어느 비평가는 여성 작가보다도 여성 심리를 더 잘 그리는 작가로 더글라스 케네디를 꼽기도 했다 이 소설의 화자 앨리스는 때론 사랑스럽고 유쾌하고 과감하고 절망적인 상황에서도 끝내 다시 일어서는 지적이고 활동적인 여성이고 케네디는 그런 여성 심리를 매력적으로 구현해내고 있다                                         책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,13050,9,1
211,기묘한 신혼여행,히가시노 게이고 노리즈키 린타로 아카가와 지로 도가와 마사코 오사와 아리마사 저 외 9명                    정보 더 보기, 일본 독자들이 사랑한 13편의 추리문학 걸작선일본 내 독자들은 물론 전세계 독자들로부터 사랑받아온 일본추리문학 걸작선을 선보인다  정교한 트릭과 놀라운 반전으로 정평난 이번 13편의 작품에서 독자는 경계를 뛰어넘는 상상력이 빚어낸 전율과 경이를 맛보게 될 것이다   끝없이 이어지는 미로처럼 설계된 독특한 스타일의 작품부터 뜻밖의 반전으로 완벽한 카타르시스를 주는 미스터리의 정수까지 추리문학 거장의 반열에 오른 작가들의 미스터리 엄선작을 한 권으로 보는 드문 기회이기도 하다 히가시노 게이고부터 일본 대표 걸작 변호 측 증인을 쓴 고이즈미 기미코까지 작가들의 면면이 화려하다                                        책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,12870,8.5,1
212,형사의 눈빛,야쿠마루 가쿠 저,반전과 감동의 진수 야쿠마루 가쿠 미스터리병상에 누워있는 딸을 위해 형사가 된 나츠메주인공 나츠메는 범죄를 저지른 청소년들을 소년원으로 보낼지 아니면 가족의 품으로 되돌려 보낼지 결정하는 법무부 직원이었다 그러나 그의 어린 딸이 괴한에게 테러를 당해 십 년째 식물인간 신세를 면하지 못하게 되자 형사가 되었다 그가 만나는 사람들은 결코 행복한 사람들이 아니다 짐승만도 못한 남편이나 삼촌을 둔 사람 한창 나이에 노숙자가 된 사람 아내와 사별 후 엇나간 중2 아들과 외롭게 사는 사람 교도소를 들락거리다가 새로운 삶을 꿈꾸지만 과거에 발목을 잡힌 사람 등 그들은 아무리 성실하고 열심히 살아도 나아지지 않는 부조리한 현실 때문에 절규한다 나츠메는 때로 그들을 꾸짖고 때로 그들을 보듬으며 미스터리 사건을 멋지게 해결해 나간다                    ,13500,9.2,1
213,"안녕, 드뷔시",나카야마 시치리 저,,13500,9.2,1
214,설계자들,김언수 저        ,영국 프랑스 독일 일본전 세계 20여 개국 독자를 사로잡은 독창적인 스릴러김언수의 장편소설 설계자들 개정판이 미국 출간에 맞춰 국내에 동시 출간되었다 설계자들은 영국 프랑스 독일 일본 등 전 세계 20여 개국에 판권이 팔렸고 특히 미국에서는 치열한 접전 끝에 1억 원이 넘는 선인세로 계약되며 화제를 불러일으켰다 영국의 가디언지는 미국의 더블데이 출판사에서 이례적인 선인세를 내고 계약을 따낸 것을 언급하며 한국 작가들이 스릴러 장르를 재창조하고 있다고 보도했다 이미 출간된 국가에서의 반응 또한 뜨겁다 국내 작가 최초로 프랑스 추리문학대상 후보에 올랐으며 시카고리뷰오브북스 올겨울 최고의 스릴러 15 영국 골즈보로 서점 1월의 책 범죄소설 웹진 크라임리즈 1월에 읽어야 할 책 리터러리허브 이달에 읽어야 할 책 북스앤드바오 2019년에 반드시 읽어야 할 책 10 등에 선정되었다 설계자들은 우리나라 문학에서는 좀처럼 만나기 힘든 장르인 범죄스릴러로 다종다양한 인간군상이 충돌하며 펼쳐지는 사건들을 담고 있다 한 치 앞도 예측할 수 없는 전개로 결말을 향해 빠르게 나아가는 독창적이고 강력한 이야기는 독자들을 순식간에 소설 속으로 빠져들게 한다 이번에 출간된 개정판은 미국판 출간을 기념해 기존 판본에서 문장과 내용을 전체적으로 다듬었으며 결말 또한 보강해 기존 판본을 읽은 독자라도 한층 더 깊은 여운을 느낄 수 있을 것이다                                      책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,13050,8.8,1
215,결정판 아르센 뤼팽 전집 7,모리스 르블랑 저,중단편 39편 장편 17편 희곡 5편1905년 첫 연재작 아르센 뤼팽 체포되다부터 병마와 싸워가며 완성한 아르센 뤼팽의 마지막 사랑까지아르센 뤼팽의 35년 모험담을 370여 컷의 오리지널 삽화와 함께 빠짐없이 수록최근 발굴된 7편의 희귀작까지 총망라한 세계 최초의 결정판 전집결정판 아르센 뤼팽 전집전 10권이 아르테에서 출간되었다 모리스 르블랑이 집필한 아르센 뤼팽 시리즈 중 역대 어느 전집도 담아내지 못한 일곱 작품을 추가로 발굴 수록하여 명실상부한 전작집integrale의 위용을 갖추었다 2003년 국내는 물론 세계 최초로 아르센 뤼팽 시리즈 전체를 복원한 총 스무 권의 전집이 한 차례 출간된 바 있다 하지만 이후 당시만 해도 아예 미발표이거나 발표는 되었어도 실체를 확인하기 어려웠던 원고들이 속속 발굴되었다 번역가 성귀수는 뤼팽 전문 번역가로서 세계 최초 타이틀과도 익숙하다 2003년에는 70여 년 전 폐간된 프랑스 잡지사의 직원들까지 수소문한 끝에 오랫동안 불완전한 작품으로 낙인찍혔던 아르센 뤼팽의 수십억 달러의 누락된 연재분을 세계 최초로 복원해 출간했고 2012년에는 모리스 르블랑 사후 소문만 무성했던 미발표 유작 아르센 뤼팽의 마지막 사랑을 프랑스와 동시에 전 세계 최초로 출간했다 이번에 새로 발굴된 일곱 작품은 성귀수 번역가가 인터넷상에서 어느 뤼피니앵이 남긴 모 잡지에서 작품을 본 것 같다라는 짤막한 댓글을 근거로 끈질긴 추적을 펼친 끝에 발굴해낸 결과물들이다 그 과정에서 성귀수 번역가의 번역을 전적으로 신뢰한 아르센 뤼팽의 친구들 협회의 전폭적인 도움이 있었음은 물론이다 아르센 뤼팽의 친구들 협회는 프랑스 뤼피놀로지lupinologie 뤼팽의 중추를 담당하는 단체로 르블랑의 손녀 플로랑스 르블랑을 비롯해 유수의 작가 철학자 들을 회원으로 두고 있다                                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,27900,10,1
216,결정판 아르센 뤼팽 전집 6,모리스 르블랑 저,중단편 39편 장편 17편 희곡 5편1905년 첫 연재작 아르센 뤼팽 체포되다부터 병마와 싸워가며 완성한 아르센 뤼팽의 마지막 사랑까지아르센 뤼팽의 35년 모험담을 370여 컷의 오리지널 삽화와 함께 빠짐없이 수록최근 발굴된 7편의 희귀작까지 총망라한 세계 최초의 결정판 전집결정판 아르센 뤼팽 전집전 10권이 아르테에서 출간되었다 모리스 르블랑이 집필한 아르센 뤼팽 시리즈 중 역대 어느 전집도 담아내지 못한 일곱 작품을 추가로 발굴 수록하여 명실상부한 전작집integrale의 위용을 갖추었다 2003년 국내는 물론 세계 최초로 아르센 뤼팽 시리즈 전체를 복원한 총 스무 권의 전집이 한 차례 출간된 바 있다 하지만 이후 당시만 해도 아예 미발표이거나 발표는 되었어도 실체를 확인하기 어려웠던 원고들이 속속 발굴되었다 번역가 성귀수는 뤼팽 전문 번역가로서 세계 최초 타이틀과도 익숙하다 2003년에는 70여 년 전 폐간된 프랑스 잡지사의 직원들까지 수소문한 끝에 오랫동안 불완전한 작품으로 낙인찍혔던 아르센 뤼팽의 수십억 달러의 누락된 연재분을 세계 최초로 복원해 출간했고 2012년에는 모리스 르블랑 사후 소문만 무성했던 미발표 유작 아르센 뤼팽의 마지막 사랑을 프랑스와 동시에 전 세계 최초로 출간했다 이번에 새로 발굴된 일곱 작품은 성귀수 번역가가 인터넷상에서 어느 뤼피니앵이 남긴 모 잡지에서 작품을 본 것 같다라는 짤막한 댓글을 근거로 끈질긴 추적을 펼친 끝에 발굴해낸 결과물들이다 그 과정에서 성귀수 번역가의 번역을 전적으로 신뢰한 아르센 뤼팽의 친구들 협회의 전폭적인 도움이 있었음은 물론이다 아르센 뤼팽의 친구들 협회는 프랑스 뤼피놀로지lupinologie 뤼팽의 중추를 담당하는 단체로 르블랑의 손녀 플로랑스 르블랑을 비롯해 유수의 작가 철학자 들을 회원으로 두고 있다                                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,29700,10,1
217,결정판 아르센 뤼팽 전집 4,모리스 르블랑 저,중단편 39편 장편 17편 희곡 5편1905년 첫 연재작 아르센 뤼팽 체포되다부터 병마와 싸워가며 완성한 아르센 뤼팽의 마지막 사랑까지아르센 뤼팽의 35년 모험담을 370여 컷의 오리지널 삽화와 함께 빠짐없이 수록최근 발굴된 7편의 희귀작까지 총망라한 세계 최초의 결정판 전집결정판 아르센 뤼팽 전집전 10권이 아르테에서 출간되었다 모리스 르블랑이 집필한 아르센 뤼팽 시리즈 중 역대 어느 전집도 담아내지 못한 일곱 작품을 추가로 발굴 수록하여 명실상부한 전작집integrale의 위용을 갖추었다 2003년 국내는 물론 세계 최초로 아르센 뤼팽 시리즈 전체를 복원한 총 스무 권의 전집이 한 차례 출간된 바 있다 하지만 이후 당시만 해도 아예 미발표이거나 발표는 되었어도 실체를 확인하기 어려웠던 원고들이 속속 발굴되었다 번역가 성귀수는 뤼팽 전문 번역가로서 세계 최초 타이틀과도 익숙하다 2003년에는 70여 년 전 폐간된 프랑스 잡지사의 직원들까지 수소문한 끝에 오랫동안 불완전한 작품으로 낙인찍혔던 아르센 뤼팽의 수십억 달러의 누락된 연재분을 세계 최초로 복원해 출간했고 2012년에는 모리스 르블랑 사후 소문만 무성했던 미발표 유작 아르센 뤼팽의 마지막 사랑을 프랑스와 동시에 전 세계 최초로 출간했다 이번에 새로 발굴된 일곱 작품은 성귀수 번역가가 인터넷상에서 어느 뤼피니앵이 남긴 모 잡지에서 작품을 본 것 같다라는 짤막한 댓글을 근거로 끈질긴 추적을 펼친 끝에 발굴해낸 결과물들이다 그 과정에서 성귀수 번역가의 번역을 전적으로 신뢰한 아르센 뤼팽의 친구들 협회의 전폭적인 도움이 있었음은 물론이다 아르센 뤼팽의 친구들 협회는 프랑스 뤼피놀로지lupinologie 뤼팽의 중추를 담당하는 단체로 르블랑의 손녀 플로랑스 르블랑을 비롯해 유수의 작가 철학자 들을 회원으로 두고 있다                                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,26100,10,1
218,"여름, 어디선가 시체가",박연선 저        ,한국형 코지 미스터리의 탄생이 소설 덕분에 여름이 재미있어진다서울에서 내려온 4차원 백수 강무순 팔십 세 홍간난 여사 츤데레 꽃돌이 트리오가 펼치는 좌충우돌 탐정 놀이2003년 영화 동갑내기 과외하기로 데뷔하고 드라마연애시대얼렁뚱땅 흥신소화이트 크리스마스 난폭한 로맨스 등으로 시청자들의 사랑을 받았던 박연선 작가의 첫 번째 장편 소설이다 여름 어디선가 시체가에서는 첩첩산중 적막강산의 두왕리에서 네명의 소녀들이 실종되는 사건을 필두로 시종일관 유쾌하고 발랄한 이야기를 그러내며 독자들의 시선을 잡아낸다 코믹과 로맨스 스릴러 범죄를 넘나드는 작가의 유연한 필력과 함께 탐정 트리오들과 함께 정신없이 펼쳐지는 사건과 이야기를 쫒아가다보면 어느새 사건보다 섬뜩한 현실과 마주하게 될 것이다                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,12420,9.2,1
219,반월당의 기묘한 이야기 3,정연 저 ,지금도 이 땅 위를 떠도는 옛이야기 속 수많은 괴이 괴이에 홀린 사람들은 전통상점 반월당의 신령한 여우요괴를 찾아갔다고 한다삐딱하지만 올곧은 마음을 지닌 고등학생 유단은 귀신을 보는 눈을 가지고 있다 어떤 우연한 계기로 이매망량을 다스리는 여우 백란과 반월당의 요괴 점원들을 만나게 되고 산 자와 죽은 자를 가르는 경계에서 기묘한 이야기들을 경험하게 되는데일단 인정해야 하지 않을까요 싸우려면 먼저 상대를 알아야 하니까요 자신의 마음속에 숨어 있는 꺼림칙한 어둠을 똑바로 바라보고 그 존재를 솔직히 인정하는 데서 시작해야겠지요 부정하고 억누를수록 커지기만 할 테니 우선은 받아들이려 해보는 쪽이 좋을 것 같습니다 뭐든지 말입니다벨로아 궁정일기 유랑화사의 작가가 전하는 기기묘묘한 현대기담장르연재사이트 조아라 및 네이버 연재분을 넘어서 새로운 이야기가 이어진다                    ,9000,9.3,1
220,셜록 : 크로니클,스티브 트라이브 저        ,BBC 인기드라마 셜록 공식 가이드북셜록을 사랑하는 모든 사람에게 바치는 최고의 셜록 바이블21세기 런던에 다시 나타난 역사상 가장 위대한 탐정 셜록 전세계인의 사랑을 받는 이 드라마는 어떻게 기획되어 발전되고 캐스팅과 촬영 후반작업을 거쳐 세계적인 작품이 된 것일까 셜록의 아이디어를 처음으로 제안한 스티븐 모팻과 마크 게이티스가 주고받은 소소한 메일을 비롯해 스티븐의 아내이자 제작 총괄 프로듀서인 수 버츄가 밝히는 캐스팅 과정 셜록으로 월드 스타가 된 두 주인공 베네딕트 컴버배치와 마틴 프리먼의 미공개 인터뷰 등 빅토리아 시대의 고전적인 모험이 생생한 현실 속에 되살아나기까지의 전 과정이 고스란히 담겼다 여기에 제작자와 감독 존의 블로그를 맡아 쓴 작가 특수효과 전문가 의상 디자이너 메이크업 아티스트 들의 뒷이야기가 깨알 재미를 더한다 BBC 셜록 제작팀의 은밀한 기록보관소는 물론 대본과 삭제 컷 콘셉트아트 스토리보드를 자유로이 넘나들수 있는 유일한 기회 셜록과 존의 폭발적인 케미로 사랑받은 전작 셜록케이스북의 무려 두 배에 이르는 넉넉한 분량 한결 커진 판형 풍성한 화보까지 설레는 마음으로 다음 시즌을 기다리는 셜로키언들을 위한 모든 정보를 한데 모았다                     책의 일부 내용을 미리 읽어보실 수 있습니다 미리보기,16650,9.1,1
221,애거서 크리스티 푸아로 셀렉션,애거사 크리스티 저        ,추리 소설의 여왕 애거서 크리스티 그녀가 창조한 최고의 명탐정 푸아로의 걸작들을 만나다추리 소설의 여왕 애거서 크리스티가 탄생시킨 명탐정 푸아로 그가 등장하는 최고의 작품들만을 엄선한 애거서 크리스티 푸아로 셀렉션 시리즈가 황금가지에서 출간되었다 윌리엄 셰익스피어와 성경 다음으로 전 세계에서 가장 많이 팔리는 작가인 애거서 크리스티를 대표하는 명탐정 캐릭터인 푸아로는 셜록 홈즈 브라운 신부와 더불어 세계 3대 명탐정으로 꼽힌다 애거서 크리스티의 작품들 중에서도 인기와 명성이 높은 작품들을 골라 선정하였던 애거서 크리스티 에디터스 초이스 시리즈에 이어 애거서 크리스티 푸아로 셀렉션에서는 에디터스 초이스 시리즈 10권에는 미처 담지 못한 푸아로의 인기 작품들을 엄선하였다 푸아로의 데뷔작 스타일스 저택의 괴사건을 비롯하여 출간과 함께 부고가 뉴욕 타임스에 실림으로써 푸아로를 뉴욕 타임스에 부고가 실린 유일한 가상의 인물이라는 기록을 남길 수 있게 한 푸아로의 은퇴 작품 커튼을 비롯하여 에디터스 초이스 시리즈에 안타깝게 싣지 못한 여러 의미 있는 작품만을 엄선하고 세련된 표지로 재탄생시켰다기네스 기록에 따르면 애거서 크리스티는 말 그대로 시대를 풍미한 베스트셀러 작가이다 애거서 크리스티는 100권이 넘는 장편 소설과 단편집과 희곡을 썼으며 그녀의 작품들은 100개가 넘는 언어로 번역되어 전 세계적으로 거의 40억 부가 넘게 팔려 나갔다 유네스코가 세계 번역 현황을 모니터링하기 위해 만든 도구인 번역 인덱스Index Translationum에 따르면 애거서 크리스티는 세계에서 가장 많이 번역된 개인 작가이기도 하다 2014년 출간되어 출간 한 달만에 3만 부가 팔리고 총 10만 부가 넘는 판매고를 올리며 애거서 크리스티의 명성을 재확인시켜 준 애거서 크리스티 에디터스 초이스는 크리스티의 작품을 읽고 싶으나 어디서부터 시작해야 할지 망설이고 있던 고전 추리 소설 독자들의 가려운 곳을 긁어 주며 독자들의 접근성을 높였다 에디터스 초이스 시리즈에 이어 애거서 크리스티 푸아로 셀렉션은 크리스티를 대표하는 명탐정 푸아로가 등장하는 30여 편의 작품들 중에서도 정수만을 읽고 싶은 독자들의 기대를 만족시킬 수 있을 것이다                     ,72000,10,1
